"","DataSet","n","GeneSymbol","GeneID","GeneName","Chr","FoldChange","Regulation","FDR","Location","Type","Depleted","SCNT","miNT","TSA","FoldChange_allR"
"1594","Srirattana2017_SF1",NA,"ADAM9","281600","ADAM metallopeptidase domain 9",NA,2.969047141,"Down",0.0351,"Plasma Membrane","peptidase",1,0,1,0,-2.969047141
"1595","Srirattana2017_SF1",NA,"BIRC3","514386","baculoviral IAP repeat containing 3",NA,4.239811134,"Down",0.0351,"Cytoplasm","enzyme",1,0,1,0,-4.239811134
"1596","Srirattana2017_SF1",NA,"C23H6orf136","538804",NA,NA,29.24260641,"Up",0.0351,"Undetermined",NA,1,0,1,0,29.24260641
"1597","Srirattana2017_SF1",NA,"GCSH","317723","glycine cleavage system protein H",NA,19.54868963,"Down",0.0351,"Cytoplasm","enzyme",1,0,1,0,-19.54868963
"1598","Srirattana2017_SF1",NA,"MXD1","514626","MAX dimerization protein 1",NA,5.567385567,"Down",0.0351,"Nucleus","transcription regulator",1,0,1,0,-5.567385567
"1599","Srirattana2017_SF1",NA,"MYL9","505964","myosin light chain 9",NA,5.609997003,"Up",0.0351,"Cytoplasm","other",1,0,1,0,5.609997003
"1600","Srirattana2017_SF1",NA,"NOP58","507155","NOP58 ribonucleoprotein",NA,2.897884309,"Down",0.0351,"Nucleus","enzyme",1,0,1,0,-2.897884309
"1601","Srirattana2017_SF1",NA,"RPS6KB1","404181","ribosomal protein S6 kinase B1",NA,3.58258268,"Down",0.0351,"Cytoplasm","kinase",1,0,1,0,-3.58258268
"1602","Srirattana2017_SF1",NA,"SLK","535342","STE20 like kinase",NA,2.549121255,"Down",0.0351,"Nucleus","kinase",1,0,1,0,-2.549121255
"1603","Srirattana2017_SF1",NA,"TMF1","616786","TATA element modulatory factor 1",NA,3.052518418,"Down",0.0351,"Cytoplasm","transcription regulator",1,0,1,0,-3.052518418
"1604","Srirattana2017_SF1",NA,"UBLCP1","508163","ubiquitin like domain containing CTD phosphatase 1",NA,4.03340982,"Down",0.0351,"Nucleus","phosphatase",1,0,1,0,-4.03340982
"1605","Srirattana2017_SF1",NA,"ZNF638","517669","zinc finger protein 638",NA,2.295804828,"Down",0.0351,"Nucleus","other",1,0,1,0,-2.295804828
"1606","Srirattana2017_SF1",NA,"CCDC22","534246","coiled-coil domain containing 22",NA,91.64599944,"Up",0.0353,"Cytoplasm","other",1,0,1,0,91.64599944
"1607","Srirattana2017_SF1",NA,"GDPD5","532719","glycerophosphodiester phosphodiesterase domain containing 5",NA,19.90418645,"Up",0.0353,"Plasma Membrane","enzyme",1,0,1,0,19.90418645
"1608","Srirattana2017_SF1",NA,"GPX2","533088","glutathione peroxidase 2",NA,44.29279091,"Up",0.0353,"Cytoplasm","enzyme",1,0,1,0,44.29279091
"1609","Srirattana2017_SF1",NA,"ZFYVE16","536671","zinc finger FYVE-type containing 16",NA,3.417638964,"Down",0.0353,"Nucleus","transporter",1,0,1,0,-3.417638964
"1610","Srirattana2017_SF1",NA,"UBR4","514561","ubiquitin protein ligase E3 component n-recognin 4",NA,5.278031643,"Up",0.0355,"Nucleus","enzyme",1,0,1,0,5.278031643
"1611","Srirattana2017_SF1",NA,"PPP1R14A","615348","protein phosphatase 1 regulatory inhibitor subunit 14A",NA,6.911505499,"Up",0.0358,"Cytoplasm","phosphatase",1,0,1,0,6.911505499
"1612","Srirattana2017_SF1",NA,"RUVBL2","511048","RuvB like AAA ATPase 2",NA,40.56040071,"Up",0.0358,"Nucleus","transcription regulator",1,0,1,0,40.56040071
"1613","Srirattana2017_SF1",NA,"CISD2","781260","CDGSH iron sulfur domain 2",NA,7.490177979,"Down",0.0359,"Cytoplasm","other",1,0,1,0,-7.490177979
"1614","Srirattana2017_SF1",NA,"HNRNPA2B1","507564","heterogeneous nuclear ribonucleoprotein A2/B1",NA,2.533268507,"Down",0.0359,"Nucleus","other",1,0,1,0,-2.533268507
"1615","Srirattana2017_SF1",NA,"LMBRD2","510014","LMBR1 domain containing 2",NA,4.61394242,"Down",0.0359,"Other","other",1,0,1,0,-4.61394242
"1616","Srirattana2017_SF1",NA,"LPCAT2","514646","lysophosphatidylcholine acyltransferase 2",NA,4.23393758,"Down",0.0359,"Cytoplasm","enzyme",1,0,1,0,-4.23393758
"1617","Srirattana2017_SF1",NA,"TPRG1L","616333","tumor protein p63 regulated 1-like",NA,56.68912122,"Up",0.0359,"Cytoplasm","other",1,0,1,0,56.68912122
"1618","Srirattana2017_SF1",NA,"CTSD","282883","cathepsin D",NA,21.08287923,"Up",0.036,"Cytoplasm","peptidase",1,0,1,0,21.08287923
"1619","Srirattana2017_SF1",NA,"HIAT1",NA,"major facilitator superfamily domain containing 14A",NA,3.540615058,"Down",0.036,"Other","transporter",1,0,1,0,-3.540615058
"1620","Srirattana2017_SF1",NA,"NCK1","536154","NCK adaptor protein 1",NA,3.47737824,"Down",0.036,"Cytoplasm","kinase",1,0,1,0,-3.47737824
"1621","Srirattana2017_SF1",NA,"TGM2","281528","transglutaminase 2",NA,12.53595499,"Up",0.036,"Cytoplasm","enzyme",1,0,1,0,12.53595499
"1622","Srirattana2017_SF1",NA,"DNTTIP2","511258","deoxynucleotidyltransferase terminal interacting protein 2",NA,2.989698497,"Down",0.0362,"Nucleus","other",1,0,1,0,-2.989698497
"1623","Srirattana2017_SF1",NA,"NSA2","522309","NSA2, ribosome biogenesis homolog",NA,5.672560143,"Down",0.0362,"Nucleus","other",1,0,1,0,-5.672560143
"1624","Srirattana2017_SF1",NA,"TXNDC16","536075","thioredoxin domain containing 16",NA,2.735870608,"Down",0.0362,"Extracellular Space","enzyme",1,0,1,0,-2.735870608
"1625","Srirattana2017_SF1",NA,"ARL5A","519694","ADP ribosylation factor like GTPase 5A",NA,3.190980959,"Down",0.0363,"Other","enzyme",1,0,1,0,-3.190980959
"1626","Srirattana2017_SF1",NA,"LOC100848171","100848171",NA,NA,44.07840148,"Down",0.0363,"Undetermined",NA,1,0,1,0,-44.07840148
"1627","Srirattana2017_SF1",NA,"GOLPH3","531359","golgi phosphoprotein 3",NA,3.273876726,"Down",0.0368,"Cytoplasm","other",1,0,1,0,-3.273876726
"1628","Srirattana2017_SF1",NA,"SF3B1","510177","splicing factor 3b subunit 1",NA,2.414961183,"Down",0.0368,"Nucleus","other",1,0,1,0,-2.414961183
"1629","Srirattana2017_SF1",NA,"MTFP1","525071","mitochondrial fission process 1",NA,30.42109124,"Up",0.0369,"Cytoplasm","other",1,0,1,0,30.42109124
"1630","Srirattana2017_SF1",NA,"CEPT1","504650","choline/ethanolamine phosphotransferase 1",NA,4.201778176,"Down",0.0371,"Cytoplasm","enzyme",1,0,1,0,-4.201778176
"1631","Srirattana2017_SF1",NA,"CREB3L1","513105","cAMP responsive element binding protein 3 like 1",NA,36.47914473,"Up",0.0371,"Nucleus","transcription regulator",1,0,1,0,36.47914473
"1632","Srirattana2017_SF1",NA,"DNALI1","529053","dynein axonemal light intermediate chain 1",NA,45.66446418,"Up",0.0371,"Cytoplasm","other",1,0,1,0,45.66446418
"1633","Srirattana2017_SF1",NA,"GIGYF1","532406","GRB10 interacting GYF protein 1",NA,37.2456491,"Up",0.0371,"Extracellular Space","other",1,0,1,0,37.2456491
"1634","Srirattana2017_SF1",NA,"HEXIM2","614679","hexamethylene bisacetamide inducible 2",NA,43.11147446,"Up",0.0371,"Nucleus","transcription regulator",1,0,1,0,43.11147446
"1635","Srirattana2017_SF1",NA,"LARGE","506466","LARGE xylosyl- and glucuronyltransferase 1",NA,20.18203854,"Up",0.0371,"Cytoplasm","enzyme",1,0,1,0,20.18203854
"1636","Srirattana2017_SF1",NA,"LOC534423",NA,NA,NA,29.32379663,"Up",0.0371,"Undetermined",NA,1,0,1,0,29.32379663
"1637","Srirattana2017_SF1",NA,"PKIA","613524","protein kinase (cAMP-dependent, catalytic) inhibitor alpha",NA,7.895332367,"Down",0.0371,"Cytoplasm","other",1,0,1,0,-7.895332367
"1638","Srirattana2017_SF1",NA,"PRDM14","100140032","PR domain 14",NA,43.41133848,"Up",0.0371,"Nucleus","other",1,0,1,0,43.41133848
"1639","Srirattana2017_SF1",NA,"PRPF8","507371","pre-mRNA processing factor 8",NA,2.74156561,"Up",0.0371,"Nucleus","other",1,0,1,0,2.74156561
"1640","Srirattana2017_SF1",NA,"SMC3","281729","structural maintenance of chromosomes 3",NA,3.446184639,"Down",0.0371,"Nucleus","other",1,0,1,0,-3.446184639
"1641","Srirattana2017_SF1",NA,"SUMO1","614967","small ubiquitin-like modifier 1",NA,3.82378127,"Down",0.0371,"Nucleus","enzyme",1,0,1,0,-3.82378127
"1642","Srirattana2017_SF1",NA,"SUPT5H","519808","SPT5 homolog, DSIF elongation factor subunit",NA,7.39218058,"Up",0.0371,"Nucleus","transcription regulator",1,0,1,0,7.39218058
"1643","Srirattana2017_SF1",NA,"ZMYM1","527379","zinc finger MYM-type containing 1",NA,3.168939244,"Down",0.0371,"Other","other",1,0,1,0,-3.168939244
"1644","Srirattana2017_SF1",NA,"PLK1","538238","polo like kinase 1",NA,5.987691947,"Up",0.0373,"Nucleus","kinase",1,0,1,0,5.987691947
"1645","Srirattana2017_SF1",NA,"EIF3CL","534882","eukaryotic translation initiation factor 3 subunit C-like",NA,3.114498764,"Up",0.0374,"Other","other",1,0,1,0,3.114498764
"1646","Srirattana2017_SF1",NA,"LIG1","100124507","DNA ligase 1",NA,5.234312286,"Up",0.0374,"Nucleus","enzyme",1,0,1,0,5.234312286
"1647","Srirattana2017_SF1",NA,"LOC782101","782101",NA,NA,3.693529243,"Down",0.0374,"Undetermined",NA,1,0,1,0,-3.693529243
"1648","Srirattana2017_SF1",NA,"PNPLA6","767822","patatin like phospholipase domain containing 6",NA,14.47007004,"Up",0.0374,"Cytoplasm","enzyme",1,0,1,0,14.47007004
"1649","Srirattana2017_SF1",NA,"RCOR2","541233","REST corepressor 2",NA,61.0111069,"Up",0.0374,"Nucleus","transcription regulator",1,0,1,0,61.0111069
"1650","Srirattana2017_SF1",NA,"SMG5","513598","SMG5, nonsense mediated mRNA decay factor",NA,12.44073657,"Up",0.0374,"Nucleus","other",1,0,1,0,12.44073657
"1651","Srirattana2017_SF1",NA,"UPF3B","616181","UPF3 regulator of nonsense transcripts homolog B (yeast)",NA,5.971113533,"Down",0.0374,"Nucleus","transporter",1,0,1,0,-5.971113533
"1652","Srirattana2017_SF1",NA,"IGF2BP1","516853","insulin like growth factor 2 mRNA binding protein 1",NA,7.448758559,"Up",0.0376,"Cytoplasm","translation regulator",1,0,1,0,7.448758559
"1653","Srirattana2017_SF1",NA,"MBD3","616090","methyl-CpG binding domain protein 3",NA,46.75342011,"Up",0.0376,"Nucleus","enzyme",1,0,1,0,46.75342011
"1654","Srirattana2017_SF1",NA,"PPRC1","513279","peroxisome proliferator-activated receptor gamma, coactivator-related 1",NA,4.377174805,"Up",0.0376,"Nucleus","transcription regulator",1,0,1,0,4.377174805
"1655","Srirattana2017_SF1",NA,"SMPD1","505097","sphingomyelin phosphodiesterase 1",NA,12.3376866,"Up",0.0376,"Cytoplasm","enzyme",1,0,1,0,12.3376866
"1656","Srirattana2017_SF1",NA,"SNRNP25","513526","small nuclear ribonucleoprotein U11/U12 subunit 25",NA,38.13384239,"Up",0.0376,"Nucleus","other",1,0,1,0,38.13384239
"1657","Srirattana2017_SF1",NA,"SYNE2","540504","spectrin repeat containing nuclear envelope protein 2",NA,2.507066041,"Down",0.0376,"Nucleus","other",1,0,1,0,-2.507066041
"1658","Srirattana2017_SF1",NA,"ANKIB1","505204","ankyrin repeat and IBR domain containing 1",NA,3.029332632,"Down",0.0383,"Nucleus","transcription regulator",1,0,1,0,-3.029332632
"1659","Srirattana2017_SF1",NA,"ANXA3","518050","annexin A3",NA,5.112397453,"Down",0.0383,"Cytoplasm","enzyme",1,0,1,0,-5.112397453
"1660","Srirattana2017_SF1",NA,"BCL3","531942","B-cell CLL/lymphoma 3",NA,28.34456061,"Up",0.0383,"Nucleus","transcription regulator",1,0,1,0,28.34456061
"1661","Srirattana2017_SF1",NA,"EEF1G","326581","eukaryotic translation elongation factor 1 gamma",NA,3.675651534,"Up",0.0383,"Cytoplasm","translation regulator",1,0,1,0,3.675651534
"1662","Srirattana2017_SF1",NA,"FPGS","505809","folylpolyglutamate synthase",NA,34.84790449,"Up",0.0383,"Cytoplasm","enzyme",1,0,1,0,34.84790449
"1663","Srirattana2017_SF1",NA,"ITCH","508431","itchy E3 ubiquitin protein ligase",NA,3.188769906,"Down",0.0383,"Nucleus","enzyme",1,0,1,0,-3.188769906
"1664","Srirattana2017_SF1",NA,"LRRC4","525767","leucine rich repeat containing 4",NA,25.90215093,"Up",0.0383,"Plasma Membrane","other",1,0,1,0,25.90215093
"1665","Srirattana2017_SF1",NA,"MRPL42","614148","mitochondrial ribosomal protein L42",NA,3.240013895,"Down",0.0383,"Cytoplasm","other",1,0,1,0,-3.240013895
"1666","Srirattana2017_SF1",NA,"REXO1","512048","RNA exonuclease 1 homolog",NA,22.58041349,"Up",0.0383,"Nucleus","transcription regulator",1,0,1,0,22.58041349
"1667","Srirattana2017_SF1",NA,"RRP9","614025","ribosomal RNA processing 9, small subunit (SSU) processome component, homolog (yeast)",NA,35.13897004,"Up",0.0383,"Nucleus","other",1,0,1,0,35.13897004
"1668","Srirattana2017_SF1",NA,"SNX4","519597","sorting nexin 4",NA,2.993845974,"Down",0.0383,"Cytoplasm","transporter",1,0,1,0,-2.993845974
"1669","Srirattana2017_SF1",NA,"TAF1D","505533","TATA-box binding protein associated factor, RNA polymerase I subunit D",NA,4.398464597,"Down",0.0383,"Nucleus","other",1,0,1,0,-4.398464597
"1670","Srirattana2017_SF1",NA,"ABHD17B","781153","abhydrolase domain containing 17B",NA,5.241573615,"Down",0.0384,"Other","peptidase",1,0,1,0,-5.241573615
"1671","Srirattana2017_SF1",NA,"CLTC","281080","clathrin heavy chain",NA,2.0139111,"Down",0.0387,"Plasma Membrane","other",1,0,1,0,-2.0139111
"1672","Srirattana2017_SF1",NA,"ENDOU","525399","endonuclease, poly(U) specific",NA,32.67238802,"Up",0.0387,"Cytoplasm","peptidase",1,0,1,0,32.67238802
"1673","Srirattana2017_SF1",NA,"KIAA1551","510651","KIAA1551",NA,2.398279828,"Down",0.0387,"Other","other",1,0,1,0,-2.398279828
"1674","Srirattana2017_SF1",NA,"MPZL2","540423","myelin protein zero like 2",NA,2.716972569,"Down",0.0387,"Plasma Membrane","other",1,0,1,0,-2.716972569
"1675","Srirattana2017_SF1",NA,"NUDC","513277","nuclear distribution C, dynein complex regulator",NA,7.346209298,"Up",0.0387,"Cytoplasm","other",1,0,1,0,7.346209298
"1676","Srirattana2017_SF1",NA,"PPIG","783720","peptidylprolyl isomerase G",NA,4.793236085,"Down",0.0387,"Nucleus","enzyme",1,0,1,0,-4.793236085
"1677","Srirattana2017_SF1",NA,"TAX1BP1","535589","Tax1 binding protein 1",NA,2.491474831,"Down",0.0387,"Cytoplasm","other",1,0,1,0,-2.491474831
"1678","Srirattana2017_SF1",NA,"TCEB1","540859","transcription elongation factor B subunit 1",NA,3.269341314,"Down",0.0387,"Nucleus","transcription regulator",1,0,1,0,-3.269341314
"1679","Srirattana2017_SF1",NA,"VAT1","510698","vesicle amine transport 1",NA,5.370290011,"Up",0.0387,"Plasma Membrane","transporter",1,0,1,0,5.370290011
"1680","Srirattana2017_SF1",NA,"CEP83","618145","centrosomal protein 83",NA,3.565241984,"Down",0.0388,"Extracellular Space","other",1,0,1,0,-3.565241984
"1681","Srirattana2017_SF1",NA,"UBA5","509292","ubiquitin like modifier activating enzyme 5",NA,3.724379279,"Down",0.0388,"Cytoplasm","enzyme",1,0,1,0,-3.724379279
"1682","Srirattana2017_SF1",NA,"ACTB","280979","actin beta",NA,2.324628215,"Up",0.0389,"Cytoplasm","other",1,0,1,0,2.324628215
"1683","Srirattana2017_SF1",NA,"ATXN2L","539507","ataxin 2 like",NA,18.30289557,"Up",0.0389,"Nucleus","other",1,0,1,0,18.30289557
"1684","Srirattana2017_SF1",NA,"FBXL3","540712","F-box and leucine rich repeat protein 3",NA,6.404118485,"Down",0.0389,"Nucleus","enzyme",1,0,1,0,-6.404118485
"1685","Srirattana2017_SF1",NA,"IARS","509885","isoleucyl-tRNA synthetase",NA,2.637187229,"Down",0.0389,"Cytoplasm","enzyme",1,0,1,0,-2.637187229
"1686","Srirattana2017_SF1",NA,"RSRC2","532701","arginine and serine rich coiled-coil 2",NA,3.010493495,"Down",0.0389,"Other","other",1,0,1,0,-3.010493495
"1687","Srirattana2017_SF1",NA,"SCAMP4","538819","secretory carrier membrane protein 4",NA,28.82003136,"Up",0.0389,"Cytoplasm","other",1,0,1,0,28.82003136
"1688","Srirattana2017_SF1",NA,"ARRDC3","541123","arrestin domain containing 3",NA,2.443586203,"Down",0.039,"Plasma Membrane","other",1,0,1,0,-2.443586203
"1689","Srirattana2017_SF1",NA,"STIL","510012","SCL/TAL1 interrupting locus",NA,3.550445349,"Down",0.039,"Nucleus","other",1,0,1,0,-3.550445349
"1690","Srirattana2017_SF1",NA,"CDC42","532712","cell division cycle 42",NA,2.251677172,"Down",0.0394,"Cytoplasm","enzyme",1,0,1,0,-2.251677172
"1691","Srirattana2017_SF1",NA,"DDX6","513906","DEAD-box helicase 6",NA,2.572194967,"Down",0.0395,"Nucleus","enzyme",1,0,1,0,-2.572194967
"1692","Srirattana2017_SF1",NA,"SCNN1A","282348","sodium channel epithelial 1 alpha subunit",NA,8.925914579,"Up",0.0395,"Plasma Membrane","ion channel",1,0,1,0,8.925914579
"1693","Srirattana2017_SF1",NA,"GALNT3","535458","polypeptide N-acetylgalactosaminyltransferase 3",NA,2.920064021,"Down",0.0396,"Cytoplasm","enzyme",1,0,1,0,-2.920064021
"1694","Srirattana2017_SF1",NA,"HTATSF1","526910","HIV-1 Tat specific factor 1",NA,2.956724863,"Down",0.0396,"Nucleus","transcription regulator",1,0,1,0,-2.956724863
"1695","Srirattana2017_SF1",NA,"KRT80","522400","keratin 80",NA,36.27742121,"Up",0.0396,"Cytoplasm","other",1,0,1,0,36.27742121
"1696","Srirattana2017_SF1",NA,"PGAP1","504677","post-GPI attachment to proteins 1",NA,8.809132785,"Down",0.0396,"Cytoplasm","enzyme",1,0,1,0,-8.809132785
"1697","Srirattana2017_SF1",NA,"RPL28","618702","ribosomal protein L28",NA,3.025135995,"Up",0.0396,"Cytoplasm","other",1,0,1,0,3.025135995
"1698","Srirattana2017_SF1",NA,"SLC35A3","520918","solute carrier family 35 member A3",NA,7.679434088,"Down",0.0396,"Cytoplasm","transporter",1,0,1,0,-7.679434088
"1699","Srirattana2017_SF1",NA,"SLC6A8","282367","solute carrier family 6 member 8",NA,10.00049842,"Up",0.0396,"Cytoplasm","transporter",1,0,1,0,10.00049842
"1700","Srirattana2017_SF1",NA,"SNRNP200","510529","small nuclear ribonucleoprotein U5 subunit 200",NA,3.538161741,"Up",0.0396,"Nucleus","enzyme",1,0,1,0,3.538161741
"1701","Srirattana2017_SF1",NA,"WDR34","531489","WD repeat domain 34",NA,38.2662335,"Up",0.0396,"Cytoplasm","other",1,0,1,0,38.2662335
"1702","Srirattana2017_SF1",NA,"MSMO1","504481","methylsterol monooxygenase 1",NA,4.500233939,"Down",0.0397,"Cytoplasm","enzyme",1,0,1,0,-4.500233939
"1703","Srirattana2017_SF1",NA,"STEAP3","504235","STEAP3 metalloreductase",NA,3.462946262,"Up",0.0397,"Cytoplasm","transporter",1,0,1,0,3.462946262
"1704","Srirattana2017_SF1",NA,"FAM208A","510095","family with sequence similarity 208 member A",NA,2.472550522,"Down",0.0398,"Other","other",1,0,1,0,-2.472550522
"1705","Srirattana2017_SF1",NA,"NUP54","506916","nucleoporin 54",NA,3.292081381,"Down",0.0398,"Nucleus","transporter",1,0,1,0,-3.292081381
"1706","Srirattana2017_SF1",NA,"TPGS2","540456","tubulin polyglutamylase complex subunit 2",NA,33.19743797,"Down",0.0398,"Nucleus","other",1,0,1,0,-33.19743797
"1707","Srirattana2017_SF1",NA,"ARF5","511918","ADP ribosylation factor 5",NA,36.05181531,"Up",0.0399,"Cytoplasm","enzyme",1,0,1,0,36.05181531
"1708","Srirattana2017_SF1",NA,"THOC2","507738","THO complex 2",NA,2.66474965,"Down",0.0399,"Nucleus","other",1,0,1,0,-2.66474965
"1709","Srirattana2017_SF1",NA,"CHPT1","511291","choline phosphotransferase 1",NA,34.60719243,"Down",0.0403,"Cytoplasm","enzyme",1,0,1,0,-34.60719243
"1710","Srirattana2017_SF1",NA,"DNAJC2","507897","DnaJ heat shock protein family (Hsp40) member C2",NA,3.110184144,"Down",0.0403,"Nucleus","other",1,0,1,0,-3.110184144
"1711","Srirattana2017_SF1",NA,"HEXA","504468","hexosaminidase subunit alpha",NA,15.50863707,"Up",0.0403,"Cytoplasm","enzyme",1,0,1,0,15.50863707
"1712","Srirattana2017_SF1",NA,"HIF3A","507699","hypoxia inducible factor 3 alpha subunit",NA,42.51794605,"Up",0.0403,"Nucleus","transcription regulator",1,0,1,0,42.51794605
"1713","Srirattana2017_SF1",NA,"TIMP1","282092","TIMP metallopeptidase inhibitor 1",NA,4.481556857,"Up",0.0403,"Extracellular Space","cytokine",1,0,1,0,4.481556857
"1714","Srirattana2017_SF1",NA,"TMEM70","613774","transmembrane protein 70",NA,6.083915013,"Down",0.0403,"Cytoplasm","other",1,0,1,0,-6.083915013
"1715","Srirattana2017_SF1",NA,"AGPAT6",NA,"glycerol-3-phosphate acyltransferase 4",NA,25.88420315,"Up",0.0404,"Cytoplasm","enzyme",1,0,1,0,25.88420315
"1716","Srirattana2017_SF1",NA,"JUP","445543","junction plakoglobin",NA,7.290410245,"Up",0.0404,"Plasma Membrane","other",1,0,1,0,7.290410245
"1717","Srirattana2017_SF1",NA,"RFXANK","100125917","regulatory factor X associated ankyrin containing protein",NA,36.25228433,"Up",0.0404,"Nucleus","transcription regulator",1,0,1,0,36.25228433
"1718","Srirattana2017_SF1",NA,"CBX3","539788","chromobox 3",NA,7.250095506,"Down",0.0406,"Nucleus","transcription regulator",1,0,1,0,-7.250095506
"1719","Srirattana2017_SF1",NA,"RAD50","788127","RAD50 double strand break repair protein",NA,3.863745316,"Down",0.0406,"Nucleus","enzyme",1,0,1,0,-3.863745316
"1720","Srirattana2017_SF1",NA,"CNTNAP1","540997","contactin associated protein 1",NA,34.22550681,"Up",0.0408,"Plasma Membrane","other",1,0,1,0,34.22550681
"1721","Srirattana2017_SF1",NA,"HMGA1","618849","high mobility group AT-hook 1",NA,3.365917929,"Up",0.0408,"Nucleus","transcription regulator",1,0,1,0,3.365917929
"1722","Srirattana2017_SF1",NA,"INTS3","511052","integrator complex subunit 3",NA,5.422657307,"Up",0.0408,"Nucleus","other",1,0,1,0,5.422657307
"1723","Srirattana2017_SF1",NA,"SCP2","508918","sterol carrier protein 2",NA,2.579336501,"Down",0.0408,"Cytoplasm","transporter",1,0,1,0,-2.579336501
"1724","Srirattana2017_SF1",NA,"HAUS2","508698","HAUS augmin like complex subunit 2",NA,2.96493402,"Down",0.0417,"Cytoplasm","other",1,0,1,0,-2.96493402
"1725","Srirattana2017_SF1",NA,"MRPS25","533011","mitochondrial ribosomal protein S25",NA,35.06597653,"Up",0.0417,"Cytoplasm","other",1,0,1,0,35.06597653
"1726","Srirattana2017_SF1",NA,"RECQL4","515472","RecQ like helicase 4",NA,19.2661981,"Up",0.0417,"Nucleus","enzyme",1,0,1,0,19.2661981
