DataSet,n,GeneSymbol,GeneID,GeneName,Chr,FoldChange,Regulation,FDR,Location,Type,Depleted,SCNT,miNT,TSA
Srirattana2017_SF1,,PIK3CA,282306,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",,3.099423724,Down,0.0325,Cytoplasm,kinase,1,0,1,0
Srirattana2017_SF1,,PPP1R12A,538606,protein phosphatase 1 regulatory subunit 12A,,2.770218936,Down,0.0325,Cytoplasm,phosphatase,1,0,1,0
Srirattana2017_SF1,,RPL22L1,614872,ribosomal protein L22 like 1,,4.213444144,Down,0.0325,Other,other,1,0,1,0
Srirattana2017_SF1,,SEPP1,282066,"selenoprotein P, plasma, 1",,2.121375483,Down,0.0325,Extracellular Space,other,1,0,1,0
Srirattana2017_SF1,,TMED5,534351,transmembrane p24 trafficking protein 5,,4.441355335,Down,0.0325,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,TRPM7,514642,transient receptor potential cation channel subfamily M member 7,,2.609909895,Down,0.0325,Plasma Membrane,kinase,1,0,1,0
Srirattana2017_SF1,,SMC4,353350,structural maintenance of chromosomes 4,,3.331103084,Down,0.0326,Nucleus,transporter,1,0,1,0
Srirattana2017_SF1,,H2AFX,531733,H2A histone family member X,,21.02450603,Up,0.0328,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,ZCCHC11,528986,zinc finger CCHC-type containing 11,,3.193193545,Down,0.0328,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,RPS15A,337888,ribosomal protein S15a,,15.11595266,Down,0.0334,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,MLST8,535236,"MTOR associated protein, LST8 homolog",,62.03454828,Up,0.0336,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,SEC62,538938,"SEC62 homolog, preprotein translocation factor",,3.233283475,Down,0.0336,Cytoplasm,transporter,1,0,1,0
Srirattana2017_SF1,,TRIM59,540154,tripartite motif containing 59,,46.20573426,Down,0.0336,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,NDUFV1,287014,NADH:ubiquinone oxidoreductase core subunit V1,,17.42395225,Up,0.0337,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,ZNF570,100138971,zinc finger protein 570,,4.951961163,Down,0.0337,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,CHORDC1,505144,cysteine and histidine rich domain containing 1,,2.709449955,Down,0.0339,Other,other,1,0,1,0
Srirattana2017_SF1,,UACA,281559,uveal autoantigen with coiled-coil domains and ankyrin repeats,,4.544117059,Down,0.0341,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,CHD4,506402,chromodomain helicase DNA binding protein 4,,4.629960868,Up,0.0343,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,DDHD1,338047,DDHD domain containing 1,,4.19595731,Down,0.0343,Extracellular Space,enzyme,1,0,1,0
Srirattana2017_SF1,,KIAA1715,533298,"lunapark, ER junction formation factor",,3.724379279,Down,0.0343,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,IER3IP1,768079,immediate early response 3 interacting protein 1,,6.071277012,Down,0.035,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,ADAM9,281600,ADAM metallopeptidase domain 9,,2.969047141,Down,0.0351,Plasma Membrane,peptidase,1,0,1,0
Srirattana2017_SF1,,BIRC3,514386,baculoviral IAP repeat containing 3,,4.239811134,Down,0.0351,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,C23H6orf136,538804,NA,,29.24260641,Up,0.0351,NA,NA,1,0,1,0
Srirattana2017_SF1,,GCSH,317723,glycine cleavage system protein H,,19.54868963,Down,0.0351,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,MXD1,514626,MAX dimerization protein 1,,5.567385567,Down,0.0351,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,MYL9,505964,myosin light chain 9,,5.609997003,Up,0.0351,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,NOP58,507155,NOP58 ribonucleoprotein,,2.897884309,Down,0.0351,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,RPS6KB1,404181,ribosomal protein S6 kinase B1,,3.58258268,Down,0.0351,Cytoplasm,kinase,1,0,1,0
Srirattana2017_SF1,,SLK,535342,STE20 like kinase,,2.549121255,Down,0.0351,Nucleus,kinase,1,0,1,0
Srirattana2017_SF1,,TMF1,616786,TATA element modulatory factor 1,,3.052518418,Down,0.0351,Cytoplasm,transcription regulator,1,0,1,0
Srirattana2017_SF1,,UBLCP1,508163,ubiquitin like domain containing CTD phosphatase 1,,4.03340982,Down,0.0351,Nucleus,phosphatase,1,0,1,0
Srirattana2017_SF1,,ZNF638,517669,zinc finger protein 638,,2.295804828,Down,0.0351,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,CCDC22,534246,coiled-coil domain containing 22,,91.64599944,Up,0.0353,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,GDPD5,532719,glycerophosphodiester phosphodiesterase domain containing 5,,19.90418645,Up,0.0353,Plasma Membrane,enzyme,1,0,1,0
Srirattana2017_SF1,,GPX2,533088,glutathione peroxidase 2,,44.29279091,Up,0.0353,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,ZFYVE16,536671,zinc finger FYVE-type containing 16,,3.417638964,Down,0.0353,Nucleus,transporter,1,0,1,0
Srirattana2017_SF1,,UBR4,514561,ubiquitin protein ligase E3 component n-recognin 4,,5.278031643,Up,0.0355,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,PPP1R14A,615348,protein phosphatase 1 regulatory inhibitor subunit 14A,,6.911505499,Up,0.0358,Cytoplasm,phosphatase,1,0,1,0
Srirattana2017_SF1,,RUVBL2,511048,RuvB like AAA ATPase 2,,40.56040071,Up,0.0358,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,CISD2,781260,CDGSH iron sulfur domain 2,,7.490177979,Down,0.0359,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,HNRNPA2B1,507564,heterogeneous nuclear ribonucleoprotein A2/B1,,2.533268507,Down,0.0359,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,LMBRD2,510014,LMBR1 domain containing 2,,4.61394242,Down,0.0359,Other,other,1,0,1,0
Srirattana2017_SF1,,LPCAT2,514646,lysophosphatidylcholine acyltransferase 2,,4.23393758,Down,0.0359,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,TPRG1L,616333,tumor protein p63 regulated 1-like,,56.68912122,Up,0.0359,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,CTSD,282883,cathepsin D,,21.08287923,Up,0.036,Cytoplasm,peptidase,1,0,1,0
Srirattana2017_SF1,,HIAT1,NA,major facilitator superfamily domain containing 14A,,3.540615058,Down,0.036,Other,transporter,1,0,1,0
Srirattana2017_SF1,,NCK1,536154,NCK adaptor protein 1,,3.47737824,Down,0.036,Cytoplasm,kinase,1,0,1,0
Srirattana2017_SF1,,TGM2,281528,transglutaminase 2,,12.53595499,Up,0.036,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,DNTTIP2,511258,deoxynucleotidyltransferase terminal interacting protein 2,,2.989698497,Down,0.0362,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,NSA2,522309,"NSA2, ribosome biogenesis homolog",,5.672560143,Down,0.0362,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,TXNDC16,536075,thioredoxin domain containing 16,,2.735870608,Down,0.0362,Extracellular Space,enzyme,1,0,1,0
Srirattana2017_SF1,,ARL5A,519694,ADP ribosylation factor like GTPase 5A,,3.190980959,Down,0.0363,Other,enzyme,1,0,1,0
Srirattana2017_SF1,,LOC100848171,100848171, ,,44.07840148,Down,0.0363, , ,1,0,1,0
Srirattana2017_SF1,,GOLPH3,531359,golgi phosphoprotein 3,,3.273876726,Down,0.0368,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,SF3B1,510177,splicing factor 3b subunit 1,,2.414961183,Down,0.0368,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,MTFP1,525071,mitochondrial fission process 1,,30.42109124,Up,0.0369,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,CEPT1,504650,choline/ethanolamine phosphotransferase 1,,4.201778176,Down,0.0371,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,CREB3L1,513105,cAMP responsive element binding protein 3 like 1,,36.47914473,Up,0.0371,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,DNALI1,529053,dynein axonemal light intermediate chain 1,,45.66446418,Up,0.0371,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,GIGYF1,532406,GRB10 interacting GYF protein 1,,37.2456491,Up,0.0371,Extracellular Space,other,1,0,1,0
Srirattana2017_SF1,,HEXIM2,614679,hexamethylene bisacetamide inducible 2,,43.11147446,Up,0.0371,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,LARGE,506466,LARGE xylosyl- and glucuronyltransferase 1,,20.18203854,Up,0.0371,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,LOC534423,NA,NA,,29.32379663,Up,0.0371,NA,NA,1,0,1,0
Srirattana2017_SF1,,PKIA,613524,"protein kinase (cAMP-dependent, catalytic) inhibitor alpha",,7.895332367,Down,0.0371,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,PRDM14,100140032,PR domain 14,,43.41133848,Up,0.0371,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,PRPF8,507371,pre-mRNA processing factor 8,,2.74156561,Up,0.0371,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,SMC3,281729,structural maintenance of chromosomes 3,,3.446184639,Down,0.0371,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,SUMO1,614967,small ubiquitin-like modifier 1,,3.82378127,Down,0.0371,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,SUPT5H,519808,"SPT5 homolog, DSIF elongation factor subunit",,7.39218058,Up,0.0371,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,ZMYM1,527379,zinc finger MYM-type containing 1,,3.168939244,Down,0.0371,Other,other,1,0,1,0
Srirattana2017_SF1,,PLK1,538238,polo like kinase 1,,5.987691947,Up,0.0373,Nucleus,kinase,1,0,1,0
Srirattana2017_SF1,,EIF3CL,534882,eukaryotic translation initiation factor 3 subunit C-like,,3.114498764,Up,0.0374,Other,other,1,0,1,0
Srirattana2017_SF1,,LIG1,100124507,DNA ligase 1,,5.234312286,Up,0.0374,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,LOC782101,782101,NA,,3.693529243,Down,0.0374,NA,NA,1,0,1,0
Srirattana2017_SF1,,PNPLA6,767822,patatin like phospholipase domain containing 6,,14.47007004,Up,0.0374,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,RCOR2,541233,REST corepressor 2,,61.0111069,Up,0.0374,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,SMG5,513598,"SMG5, nonsense mediated mRNA decay factor",,12.44073657,Up,0.0374,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,UPF3B,616181,UPF3 regulator of nonsense transcripts homolog B (yeast),,5.971113533,Down,0.0374,Nucleus,transporter,1,0,1,0
Srirattana2017_SF1,,IGF2BP1,516853,insulin like growth factor 2 mRNA binding protein 1,,7.448758559,Up,0.0376,Cytoplasm,translation regulator,1,0,1,0
Srirattana2017_SF1,,MBD3,616090,methyl-CpG binding domain protein 3,,46.75342011,Up,0.0376,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,PPRC1,513279,"peroxisome proliferator-activated receptor gamma, coactivator-related 1",,4.377174805,Up,0.0376,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,SMPD1,505097,sphingomyelin phosphodiesterase 1,,12.3376866,Up,0.0376,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,SNRNP25,513526,small nuclear ribonucleoprotein U11/U12 subunit 25,,38.13384239,Up,0.0376,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,SYNE2,540504,spectrin repeat containing nuclear envelope protein 2,,2.507066041,Down,0.0376,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,ANKIB1,505204,ankyrin repeat and IBR domain containing 1,,3.029332632,Down,0.0383,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,ANXA3,518050,annexin A3,,5.112397453,Down,0.0383,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,BCL3,531942,B-cell CLL/lymphoma 3,,28.34456061,Up,0.0383,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,EEF1G,326581,eukaryotic translation elongation factor 1 gamma,,3.675651534,Up,0.0383,Cytoplasm,translation regulator,1,0,1,0
Srirattana2017_SF1,,FPGS,505809,folylpolyglutamate synthase,,34.84790449,Up,0.0383,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,ITCH,508431,itchy E3 ubiquitin protein ligase,,3.188769906,Down,0.0383,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,LRRC4,525767,leucine rich repeat containing 4,,25.90215093,Up,0.0383,Plasma Membrane,other,1,0,1,0
Srirattana2017_SF1,,MRPL42,614148,mitochondrial ribosomal protein L42,,3.240013895,Down,0.0383,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,REXO1,512048,RNA exonuclease 1 homolog,,22.58041349,Up,0.0383,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,RRP9,614025,"ribosomal RNA processing 9, small subunit (SSU) processome component, homolog (yeast)",,35.13897004,Up,0.0383,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,SNX4,519597,sorting nexin 4,,2.993845974,Down,0.0383,Cytoplasm,transporter,1,0,1,0
Srirattana2017_SF1,,TAF1D,505533,"TATA-box binding protein associated factor, RNA polymerase I subunit D",,4.398464597,Down,0.0383,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,ABHD17B,781153,abhydrolase domain containing 17B,,5.241573615,Down,0.0384,Other,peptidase,1,0,1,0
Srirattana2017_SF1,,CLTC,281080,clathrin heavy chain,,2.0139111,Down,0.0387,Plasma Membrane,other,1,0,1,0
Srirattana2017_SF1,,ENDOU,525399,"endonuclease, poly(U) specific",,32.67238802,Up,0.0387,Cytoplasm,peptidase,1,0,1,0
Srirattana2017_SF1,,KIAA1551,510651,KIAA1551,,2.398279828,Down,0.0387,Other,other,1,0,1,0
Srirattana2017_SF1,,MPZL2,540423,myelin protein zero like 2,,2.716972569,Down,0.0387,Plasma Membrane,other,1,0,1,0
Srirattana2017_SF1,,NUDC,513277,"nuclear distribution C, dynein complex regulator",,7.346209298,Up,0.0387,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,PPIG,783720,peptidylprolyl isomerase G,,4.793236085,Down,0.0387,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,TAX1BP1,535589,Tax1 binding protein 1,,2.491474831,Down,0.0387,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,TCEB1,540859,transcription elongation factor B subunit 1,,3.269341314,Down,0.0387,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,VAT1,510698,vesicle amine transport 1,,5.370290011,Up,0.0387,Plasma Membrane,transporter,1,0,1,0
Srirattana2017_SF1,,CEP83,618145,centrosomal protein 83,,3.565241984,Down,0.0388,Extracellular Space,other,1,0,1,0
Srirattana2017_SF1,,UBA5,509292,ubiquitin like modifier activating enzyme 5,,3.724379279,Down,0.0388,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,ACTB,280979,actin beta,,2.324628215,Up,0.0389,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,ATXN2L,539507,ataxin 2 like,,18.30289557,Up,0.0389,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,FBXL3,540712,F-box and leucine rich repeat protein 3,,6.404118485,Down,0.0389,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,IARS,509885,isoleucyl-tRNA synthetase,,2.637187229,Down,0.0389,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,RSRC2,532701,arginine and serine rich coiled-coil 2,,3.010493495,Down,0.0389,Other,other,1,0,1,0
Srirattana2017_SF1,,SCAMP4,538819,secretory carrier membrane protein 4,,28.82003136,Up,0.0389,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,ARRDC3,541123,arrestin domain containing 3,,2.443586203,Down,0.039,Plasma Membrane,other,1,0,1,0
Srirattana2017_SF1,,STIL,510012,SCL/TAL1 interrupting locus,,3.550445349,Down,0.039,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,CDC42,532712,cell division cycle 42,,2.251677172,Down,0.0394,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,DDX6,513906,DEAD-box helicase 6,,2.572194967,Down,0.0395,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,SCNN1A,282348,sodium channel epithelial 1 alpha subunit,,8.925914579,Up,0.0395,Plasma Membrane,ion channel,1,0,1,0
Srirattana2017_SF1,,GALNT3,535458,polypeptide N-acetylgalactosaminyltransferase 3,,2.920064021,Down,0.0396,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,HTATSF1,526910,HIV-1 Tat specific factor 1,,2.956724863,Down,0.0396,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,KRT80,522400,keratin 80,,36.27742121,Up,0.0396,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,PGAP1,504677,post-GPI attachment to proteins 1,,8.809132785,Down,0.0396,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,RPL28,618702,ribosomal protein L28,,3.025135995,Up,0.0396,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,SLC35A3,520918,solute carrier family 35 member A3,,7.679434088,Down,0.0396,Cytoplasm,transporter,1,0,1,0
Srirattana2017_SF1,,SLC6A8,282367,solute carrier family 6 member 8,,10.00049842,Up,0.0396,Cytoplasm,transporter,1,0,1,0
Srirattana2017_SF1,,SNRNP200,510529,small nuclear ribonucleoprotein U5 subunit 200,,3.538161741,Up,0.0396,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,WDR34,531489,WD repeat domain 34,,38.2662335,Up,0.0396,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,MSMO1,504481,methylsterol monooxygenase 1,,4.500233939,Down,0.0397,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,STEAP3,504235,STEAP3 metalloreductase,,3.462946262,Up,0.0397,Cytoplasm,transporter,1,0,1,0
Srirattana2017_SF1,,FAM208A,510095,family with sequence similarity 208 member A,,2.472550522,Down,0.0398,Other,other,1,0,1,0
Srirattana2017_SF1,,NUP54,506916,nucleoporin 54,,3.292081381,Down,0.0398,Nucleus,transporter,1,0,1,0
Srirattana2017_SF1,,TPGS2,540456,tubulin polyglutamylase complex subunit 2,,33.19743797,Down,0.0398,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,ARF5,511918,ADP ribosylation factor 5,,36.05181531,Up,0.0399,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,THOC2,507738,THO complex 2,,2.66474965,Down,0.0399,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,CHPT1,511291,choline phosphotransferase 1,,34.60719243,Down,0.0403,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,DNAJC2,507897,DnaJ heat shock protein family (Hsp40) member C2,,3.110184144,Down,0.0403,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,HEXA,504468,hexosaminidase subunit alpha,,15.50863707,Up,0.0403,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,HIF3A,507699,hypoxia inducible factor 3 alpha subunit,,42.51794605,Up,0.0403,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,TIMP1,282092,TIMP metallopeptidase inhibitor 1,,4.481556857,Up,0.0403,Extracellular Space,cytokine,1,0,1,0
Srirattana2017_SF1,,TMEM70,613774,transmembrane protein 70,,6.083915013,Down,0.0403,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,AGPAT6,NA,glycerol-3-phosphate acyltransferase 4,,25.88420315,Up,0.0404,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,JUP,445543,junction plakoglobin,,7.290410245,Up,0.0404,Plasma Membrane,other,1,0,1,0
Srirattana2017_SF1,,RFXANK,100125917,regulatory factor X associated ankyrin containing protein,,36.25228433,Up,0.0404,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,CBX3,539788,chromobox 3,,7.250095506,Down,0.0406,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,RAD50,788127,RAD50 double strand break repair protein,,3.863745316,Down,0.0406,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,CNTNAP1,540997,contactin associated protein 1,,34.22550681,Up,0.0408,Plasma Membrane,other,1,0,1,0
Srirattana2017_SF1,,HMGA1,618849,high mobility group AT-hook 1,,3.365917929,Up,0.0408,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,INTS3,511052,integrator complex subunit 3,,5.422657307,Up,0.0408,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,SCP2,508918,sterol carrier protein 2,,2.579336501,Down,0.0408,Cytoplasm,transporter,1,0,1,0
Srirattana2017_SF1,,HAUS2,508698,HAUS augmin like complex subunit 2,,2.96493402,Down,0.0417,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,MRPS25,533011,mitochondrial ribosomal protein S25,,35.06597653,Up,0.0417,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,RECQL4,515472,RecQ like helicase 4,,19.2661981,Up,0.0417,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,TUFM,281556,"Tu translation elongation factor, mitochondrial",,5.719939945,Up,0.0417,Cytoplasm,translation regulator,1,0,1,0
Srirattana2017_SF1,,VPS54,783762,"VPS54, GARP complex subunit",,3.82378127,Down,0.0417,Extracellular Space,other,1,0,1,0
Srirattana2017_SF1,,SFT2D1,524821,SFT2 domain containing 1,,5.108855037,Down,0.0418,Other,other,1,0,1,0
Srirattana2017_SF1,,CDCA7,614893,cell division cycle associated 7,,23.73591894,Up,0.0419,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,HSD17B12,789567,hydroxysteroid 17-beta dehydrogenase 12,,2.703821666,Down,0.0419,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,PTRF,538457,polymerase I and transcript release factor,,42.75437051,Up,0.0419,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,RBBP8,512977,"RB binding protein 8, endonuclease",,2.535025044,Down,0.0419,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,RIMKLB,538579,ribosomal modification protein rimK like family member B,,2.329467173,Down,0.0419,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,TFAM,510059,"transcription factor A, mitochondrial",,2.916018758,Down,0.0425,Cytoplasm,transcription regulator,1,0,1,0
Srirattana2017_SF1,,BCL2L1,282152,BCL2 like 1,,5.540437872,Up,0.0426,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,PTK7,514819,protein tyrosine kinase 7 (inactive),,47.50475426,Up,0.0426,Plasma Membrane,kinase,1,0,1,0
Srirattana2017_SF1,,RICTOR,527459,RPTOR independent companion of MTOR complex 2,,2.887858391,Down,0.0426,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,ZBTB48,534608,zinc finger and BTB domain containing 48,,38.80041021,Up,0.0426,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,FOXP4,517805,forkhead box P4,,5.840128043,Up,0.0428,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,SREK1IP1,614029,SREK1 interacting protein 1,,3.961371488,Down,0.0428,Other,other,1,0,1,0
Srirattana2017_SF1,,C3H1orf123,517857,NA,,6.525099947,Up,0.0435,NA,NA,1,0,1,0
Srirattana2017_SF1,,CALB1,539930,calbindin 1,,10.3316588,Down,0.0435,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,CCDC59,615189,coiled-coil domain containing 59,,3.602503919,Down,0.0435,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,COG6,509305,component of oligomeric golgi complex 6,,4.582071592,Down,0.0435,Cytoplasm,transporter,1,0,1,0
Srirattana2017_SF1,,FAM120A,507997,family with sequence similarity 120A,,2.531513188,Down,0.0435,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,KLF5,535702,Kruppel like factor 5,,2.311773413,Down,0.0435,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,MFN1,515180,mitofusin 1,,2.775985438,Down,0.0435,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,MKS1,101905689,"Meckel syndrome, type 1",,25.99207668,Up,0.0435,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,PPP6R3,515218,protein phosphatase 6 regulatory subunit 3,,2.339175328,Down,0.0435,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,RAB8B,614242,"RAB8B, member RAS oncogene family",,2.952628811,Down,0.0435,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,REEP5,617543,receptor accessory protein 5,,3.595020506,Down,0.0435,Extracellular Space,transporter,1,0,1,0
Srirattana2017_SF1,,RPS3,326588,ribosomal protein S3,,2.542063379,Up,0.0435,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,SCD,280924,stearoyl-CoA desaturase,,2.760634707,Down,0.0435,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,SEC24A,505089,"SEC24 homolog A, COPII coat complex component",,2.563295848,Down,0.0435,Cytoplasm,transporter,1,0,1,0
Srirattana2017_SF1,,SLC30A5,508169,solute carrier family 30 member 5,,2.808889751,Down,0.0435,Plasma Membrane,transporter,1,0,1,0
Srirattana2017_SF1,,SREK1,507801,splicing regulatory glutamic acid and lysine rich protein 1,,3.620025852,Down,0.0435,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,SRGAP2,519843,SLIT-ROBO Rho GTPase activating protein 2,,23.57196297,Up,0.0435,Cytoplasm,other,1,0,1,0
